4f5d774e-3406-3286-99fc-46f4800452ad;625388f1-d1f2-3be1-8be9-f6eec7b6ed93;1.0;1,3-Dioxolan-2-one;Emissions to water;;1,3-DIOXALANE;Elementary flows/Emission to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
45041e46-0cfd-3b69-96ab-7754cc986824;2b8204fa-c9bf-5465-9aa2-d79024a19b1a;1.0;2-chlorobenzaldehyde;Emissions to water;;2-chlorobenzaldehyde;Elementary flows/Emission to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
d4fb8ce9-2f24-346a-a7c6-49b2c8a8e475;9b225d4e-e929-45ca-8404-12106f25b79e;1.0;2,4-D;Emissions to soil/forestry;;2,4-D;Elementary flows/Emission to soil/forestry;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
e1ec3a77-76cb-357d-98bd-58c33b75213f;66eeadbb-4265-30a2-abea-c045f032a680;1.0;2,4-D ester;Emissions to soil/agricultural;;2,4-D ethyl ester;Elementary flows/Emission to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
b5107f3d-1270-3de0-9282-b41dbbde2984;5b456ea8-658e-330a-b477-8bb1fdb9faf0;1.0;2,4-D, dimethylamine salt;Emissions to soil/agricultural;;2,4-D, dimethylamine salt;Elementary flows/Emission to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
889ce6eb-11ab-3b8a-ae91-ac24c96995c0;d051c442-f206-4d70-844d-7d44dbbc3d8e;1.0;2,4-DB;Emissions to soil/agricultural;;2,4-DB;Elementary flows/Emission to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
0f83b466-7bd7-393c-aead-18b5152cddc1;86b8a3c0-8cb7-4037-97a8-26359a7ff335;1.0;Abamectin;Emissions to soil/forestry;;Abamectin;Elementary flows/Emission to soil/forestry;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
08c65c23-5755-391f-81ff-0ec541eacfc9;cc117eba-2e3a-46aa-8dd4-604ea3a1d7d0;1.0;Acephate;Emissions to soil/forestry;;Acephate;Elementary flows/Emission to soil/forestry;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
6b394a04-c6ea-3bea-9a10-5d11c0a15070;4229b74d-d541-4396-ad0b-b0df9d9dda50;1.0;Acetamiprid;Emissions to soil/forestry;;Acetamiprid;Elementary flows/Emission to soil/forestry;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
c200270d-93f0-35e4-b955-0d776bcbcfcf;90ba480e-f2f2-4ee8-8299-da906df00058;1.0;Acrinathrin;Emissions to soil/agricultural;;Acrinathrin;Elementary flows/Emission to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;20aadc24-a391-41cf-b340-3e4529f44bde;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;;;;ok: Applied and removed;ok: flow in sync. with database
