market,technology,input group,input process,input location,input key,contribution type,score,share of market (%),physical amount,physical unit,method,impact category,unit
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,IE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'b92b9e8ad3844979a15b4b92c92cf146')",Upstream input,1.631522674746837e-08,2.6403827478336506e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,EE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '98b10ecd77444b3a8d91976aaef07588')",Upstream input,3.898398871131264e-11,6.308992993374347e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,LV,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '5bdbe2e35e534ea381876f11ee515563')",Upstream input,2.5441035536616663e-10,4.117262503160052e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,BG,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '53945b28aa8a4680b66f815ed50472a6')",Upstream input,8.834063444663876e-09,1.4296650039618843e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,PT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a7bae5d2f0164f3bbd69f12c54a1ac01')",Upstream input,2.7646336381306407e-11,4.474158450377292e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,NL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '2978d6563e55427d957b45a645996356')",Upstream input,9.163623877054021e-08,1.4829995786828004e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,GB,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '3e3b2c2ae54c4e2eaf4a7e14ad9e54f3')",Upstream input,6.931474038632598e-08,1.1217585113551809e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,ES,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd584a79ce0364d2eb929aa16062cdd63')",Upstream input,6.826015390084115e-08,1.1046915590812584e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,SK,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'ca5af9df10c24ade910fb2258af2df58')",Upstream input,2.963710176580613e-08,4.796334945842372e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,PL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'cc24e06b42be4d93be6730e28f75e09c')",Upstream input,6.970717435285539e-07,0.00011281094857604185,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,market for hard coal,HR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '99858cf830aa4370989bf7d099c6b6cd')",Upstream input,8.356386712427689e-09,1.3523599549815695e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Transport services,"market for transport, freight, train",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'b45e6c68ddb84d1ba5a1ef63110282ba')",Upstream input,7.340350267709337e-09,1.1879291970565623e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other raw materials,"methanol production, from coal gasification",CN,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '36f7de9581d640eab90f302044b48024')",Upstream input,1.2551816439386274e-08,2.031329389012193e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Water,"transport, freight, inland waterways, barge, diesel",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '65accb569ab7402d9ed0783570ba6837')",Upstream input,5.4496208519854245e-09,8.819420718164144e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",BE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '58783f3c42814ab5818f4273b0980078')",Upstream input,1.6101020946307494e-12,2.605716646612665e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",IT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '6d1b0d66637b4907910280714b323d66')",Upstream input,2.0897234499564286e-11,3.3819142267603153e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",DE,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f3e0c5c73d6f4615a84f491ffcaf1112')",Upstream input,4.5052626042189584e-11,7.291113901610764e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",FR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '1dd3f98d2e4647439a33618292794a79')",Upstream input,7.590327333834593e-12,1.228384358542664e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",AT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '27808455427d47fba451c9f49d6148b5')",Upstream input,1.4471099806868272e-12,2.34193755708377e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",CZ,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '8c2ba8852edb4d7e8e8dfa3c07351c8d')",Upstream input,6.650522687522429e-11,1.0762906112190733e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",PT,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '49c29cc8572e4399b9589694fbbec48a')",Upstream input,4.857920544474069e-12,7.861839614313857e-10,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",NL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'cecefb1df95d46c08435fe6d0b060412')",Upstream input,7.668232775195917e-12,1.240992223975164e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",ES,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'ae319a3e8a52445a97dfd6068775a21f')",Upstream input,5.132519070693187e-10,8.306237490256347e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",SK,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '575be8dc4e1f4e39bd938cf4095f60e4')",Upstream input,1.130342039530657e-11,1.829294601002685e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",PL,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '38ab4dfee94d48a3a2aacae6712936ae')",Upstream input,9.54861311419877e-10,1.545304501292372e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Fossil feedstock,"treatment of hard coal ash, residual material landfill",HR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '9674a8eac898427989f9a803bc3039d1')",Upstream input,1.0789705702676112e-11,1.7461573309711423e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Waste treatment,"treatment of waste gypsum, inert material landfill",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'fb1f9abf63a149e68b084549a51e0345')",Upstream input,7.039397445421946e-10,1.1392243489916848e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Water,"treatment of wastewater, average, wastewater treatment",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'db7e3c0fc9d3451395736c9985715bb8')",Upstream input,8.900355757051333e-09,1.4403934529531924e-06,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,6.238490650069396e-08,1.009609203716444e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Water,"water production, deionised",Europe without Switzerland,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'd8ec6354f9a7473da79499703b97a362')",Upstream input,1.3673158513073783e-09,2.2128023352122165e-07,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other raw materials,"market for nitrogen, liquid",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '33f71c3c6dae4e40bc89e0d449024a5a')",Upstream input,6.82816230663266e-11,1.1050390063771837e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other raw materials,"market for ammonia, anhydrous, liquid",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f182f94f3ddb4531a1841fcf43b8a2a9')",Upstream input,1.9808596202437832e-11,3.2057339123304396e-09,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Electricity,"market group for electricity, medium voltage",EUR,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '1f68882440364dbcaec11614acdb8a39')",Upstream input,8.878232931343906e-08,1.436813194570312e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other raw materials,"market for aluminium oxide, metallurgical","IAI Area, Western and Central Europe","('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '25a7ad1d1ee14c438339ef0f94f9d6ca')",Upstream input,5.751182822234855e-10,9.307455016414319e-08,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Ammonia leakage,Ammonia,biosphere,"('biosphere-3.12', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",Ammonia leakage,0.0,0.0,7.580944643323931e-09,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other direct emissions,"Carbon dioxide, fossil",biosphere,"('biosphere-3.12', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",Other direct emissions,2.7143599172416695e-06,0.0004392797726827899,2.7143599172416695e-06,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other direct emissions,Hydrochloric acid,biosphere,"('biosphere-3.12', '68e32537-beae-41c2-be72-74df4d273c11')",Other direct emissions,0.0,0.0,1.1355655790744011e-08,kilogram,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Coal gasification with CCS,Other direct emissions,"Water, cooling, unspecified natural origin",biosphere,"('biosphere-3.12', 'fc1c42ce-a759-49fa-b987-f1ec5e503db1')",Other direct emissions,0.0,0.0,3.502400032633441e-08,cubic meter,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Steam methane reforming with CCS,CO2 capture and storage,"carbon dioxide, captured at hydrogen production plant, pre, pipeline 200km, storage 1000m",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'f35934f4c5ec445c8e063cf6d8b1795b')",Upstream input,0.0001058008596168653,0.017122334170543384,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Steam methane reforming with CCS,Infrastructure,"chemical factory construction, organics",RER,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '8e7d31369cdb4b2688a5e8bf919310c0')",Upstream input,8.966657854271263e-05,0.014511234854776778,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Steam methane reforming with CCS,Other raw materials,"market for chromium trioxide, flakes",GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', 'a06e068f68e041e2ac0c80fc5e0557f8')",Upstream input,4.150154327246085e-07,6.716422674424725e-05,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
Transport,Steam methane reforming with CCS,Other raw materials,market for copper oxide,GLO,"('ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_04_full', '9b2b7bfc24cd49bfadec1024e3fb0230')",Upstream input,2.2118844104024604e-06,0.00035796140181349845,,,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","climate change — GWP 100a, incl. H (premise_gwp)",kg CO2-Eq
